system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NBR,NDMI,NDVI,SAVI,aspect,elevation,precipitation,slope,.geo
74_0,3253.0,3169.75,739.0,1066.0,2004.0,2283.0,2397.3333,2523.0,2536.0,2564.0,0.14747463,0.4081066,-0.11107217,-0.12385559,0.117180616,0.17575157,19.281843,1027.0,128.68008,9.73143,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,4438.0,4149.0,1310.0,1886.0,2674.0,3000.0,3140.0,3280.0,3308.0,3372.0,0.16635181,0.27377743,-0.11277994,-0.14588174,0.10598462,0.15896365,-0.0,261.0,64.21122,0.92740995,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,4313.0,3641.5,879.0,1354.5,1945.0,2412.5,2679.0,2841.0,2852.0,3020.8,0.28592145,0.35599667,-0.12158312,-0.20390789,0.18907651,0.2835852,316.37393,894.0,83.12078,13.820069,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,3070.0,2614.5,732.0,1036.0,1360.0,1667.5,1926.5,2126.0,2162.5,2327.5,0.4150719,0.35219634,-0.09462006,-0.17343526,0.22782116,0.34168324,72.09623,590.0,55.007427,8.976888,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,4372.5,3202.8333,1121.0,1601.5,2193.5,2489.0,2748.0,2882.75,2876.6667,2909.0,0.2238081,0.28475195,-0.05365022,-0.20634554,0.13474247,0.20209377,356.39282,1920.0,120.67127,30.969505,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,2341.6667,2134.0,686.0,941.2727,1454.5,1649.25,1862.8,1958.0,2009.3334,2009.1111,0.24803303,0.36198008,-0.030088486,-0.076380916,0.160179,0.24023382,82.89489,1013.0,86.28729,52.616737,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,2506.0,2104.0,916.0,1311.5,1675.0,1901.5,2001.5,2093.0,2036.5,2114.0,0.17321514,0.21654719,-0.016302379,-0.10335718,0.09739997,0.14608029,170.53876,2596.0,173.80989,24.679173,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,4597.3335,4103.0,946.0,1530.0,2529.0,2871.0,3043.0,3211.0,3314.0,3318.0,0.17223978,0.36829066,-0.106377244,-0.16221456,0.1343488,0.20150594,310.65298,766.0,76.99774,5.6760626,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,5341.0,4403.5,1543.0,2208.5,2923.5,3247.0,3432.0,3675.0,3785.0,3792.0,0.22079553,0.26303494,-0.07553276,-0.17050186,0.12841918,0.19261439,284.91635,1689.0,169.33456,29.509321,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,2059.0,1784.0,686.5,910.0,1364.0,1564.0,1737.0,1841.0,1927.0,1948.0,0.28358436,0.35847726,0.038534086,-0.033115905,0.17107262,0.25656995,-0.0,1107.0,110.857925,22.825352,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,3308.5,2731.5,786.0,1224.5,1664.5,1961.5,2343.5,2517.5,2636.5,2699.0,0.36109665,0.36570835,-0.017697467,-0.11303616,0.22599396,0.33895153,21.177893,1045.0,59.90701,20.03007,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0,3469.5,2694.5,983.0,1454.0,1879.0,2282.5,2824.5,3056.0,3078.5,3216.0,0.4295588,0.35841146,0.06651654,-0.05971289,0.24195664,0.36289835,-0.0,1956.0,169.81056,38.986313,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0,2738.0,2293.0,530.0,800.0,1088.5,1395.0,1843.0,2012.5,2089.5,2193.0,0.53857744,0.44627097,-0.04643468,-0.13433453,0.31497797,0.47239265,193.97874,1202.0,55.982033,13.145531,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,3094.5,2737.0,811.5,1087.0,1512.5,1753.0,1965.0,2098.5,2219.5,2238.5,0.33930027,0.34250718,-0.10440835,-0.1646594,0.18944266,0.28412592,266.21075,830.0,55.982033,13.763438,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,4858.0,4231.0,1400.0,1997.0,2861.0,3116.0,3293.0,3470.0,3629.0,3624.0,0.18648018,0.29008177,-0.07659033,-0.14480971,0.1183359,0.17749017,180.0,400.0,79.192406,1.8543341,"{""type"":""MultiPoint"",""coordinates"":[]}"
