system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NBR,NDMI,NDVI,SAVI,aspect,elevation,precipitation,slope,.geo
86_0,4148.5,3740.5,1030.0,1583.0,2406.5,2731.5,2844.5,3011.5,2992.5,3101.5,0.15091424,0.30805376,-0.11109461,-0.16188209,0.10853862,0.16279285,324.04602,1399.0,97.24703,17.74261,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,4343.0,4108.0,1301.0,1947.0,2861.0,3171.5,3249.5,3378.5,3430.5,3410.5,0.13134225,0.2758717,-0.08987199,-0.11738599,0.09051895,0.13576764,112.63464,1409.0,73.080986,28.670202,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,3043.0,2775.0,1088.0,1524.5,2142.0,2366.5,2375.0,2448.0,2477.5,2469.5,0.11697232,0.23813093,-0.056639694,-0.10243637,0.07262691,0.10892857,157.53357,1136.0,48.645294,26.12719,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,5021.0,4603.0,1531.5,2260.5,3343.0,3658.5,3766.0,3921.5,3948.0,3975.5,0.120799474,0.27180478,-0.076599225,-0.11963429,0.082979016,0.12445999,142.39352,1509.0,71.79412,3.5078552,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,3047.5,2716.5,1024.0,1371.0,2054.0,2160.0,2262.0,2349.0,2387.5,2361.5,0.1185567,0.27045363,-0.06445925,-0.12143514,0.07508724,0.11261819,265.87445,1722.0,68.92371,12.680962,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,4533.5,4007.0,1275.0,1898.5,2842.5,3131.5,3253.5,3383.0,3448.5,3523.0,0.13845731,0.28988218,-0.07491114,-0.13593085,0.09632809,0.14448065,293.30792,462.0,70.95822,2.3427818,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,4006.0,3516.5,1067.5,1637.5,2422.5,2726.5,2891.5,2993.5,3042.0,3106.0,0.16180427,0.3001389,-0.07234886,-0.13677639,0.1133681,0.1700366,93.093346,1247.0,46.978218,16.698202,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,4869.5,4310.0,1410.5,2103.5,3128.0,3451.0,3557.5,3681.5,3675.0,3790.5,0.115252525,0.27195638,-0.07952411,-0.13979752,0.080405705,0.120599695,90.0,1083.0,61.012295,2.1485987,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,4144.0,3858.0,1348.0,1998.5,2981.5,3202.5,3272.0,3372.5,3452.0,3427.5,0.10472311,0.2666728,-0.055540357,-0.09110058,0.07313282,0.1096907,-0.0,1206.0,77.85546,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,2990.0,2522.0,1237.0,1739.0,2383.0,2620.5,2701.0,2805.0,2807.0,2849.0,0.1354027,0.23493181,0.053480953,-0.031568054,0.08169557,0.12253155,-0.0,1404.0,50.60269,13.648223,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,4846.0,4394.5,1406.5,2087.5,3131.0,3466.5,3555.0,3672.5,3724.0,3758.0,0.123931535,0.28159684,-0.08258915,-0.13092183,0.0865062,0.12974983,47.26773,1180.0,96.64294,19.688929,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,2860.5,2545.5,1382.5,1757.0,2384.5,2607.0,2651.0,2729.0,2725.0,2703.5,0.1277338,0.21597502,0.03405749,-0.024259243,0.06664057,0.09995107,201.10612,978.0,71.01239,5.9437017,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,3464.5,2847.0,1207.5,1699.0,2434.0,2703.0,2890.0,2997.5,3022.5,3049.5,0.17164941,0.28031346,0.029900333,-0.068136275,0.10785302,0.16176471,76.12254,1587.0,56.85179,15.107934,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,3854.0,3562.5,1200.5,1580.0,2288.0,2524.5,2635.5,2679.0,2675.0,2643.0,0.13073882,0.2573443,-0.14228457,-0.18057896,0.07797703,0.11695376,20.303434,1856.0,62.457714,23.340412,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,4936.0,4416.5,1465.5,2160.5,3181.0,3449.5,3522.0,3652.0,3701.5,3712.0,0.11030113,0.26287955,-0.08807588,-0.1429233,0.07562659,0.11343164,240.08368,1157.0,72.021095,3.7141654,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,3464.0,3013.0,1209.0,1807.5,2357.5,2621.5,2660.0,2730.5,2705.5,2720.0,0.11176773,0.19898072,-0.053772844,-0.12294351,0.06873395,0.10309075,233.52303,827.0,67.59298,18.094843,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,3274.5,2955.5,1067.5,1554.0,2329.0,2595.0,2653.5,2730.0,2686.0,2707.5,0.10312256,0.26698112,-0.047770984,-0.09873333,0.07118644,0.10676902,115.61821,1179.0,88.24168,10.602889,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,4260.0,3847.0,1119.5,1716.5,2707.0,2996.5,3067.0,3163.5,3158.0,3202.0,0.10245576,0.29572263,-0.09835832,-0.14855756,0.07689685,0.115335435,90.0,1121.0,61.923676,8.532326,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,4336.5,3907.5,1023.5,1550.0,2444.5,2675.0,2771.0,2891.0,2958.0,2974.0,0.12902334,0.31233364,-0.1383002,-0.188978,0.09504859,0.14255969,68.09446,1356.0,88.53471,16.89505,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,2327.5,2040.5,1046.5,1435.0,1990.0,2153.5,2215.0,2268.0,2250.5,2278.0,0.10267629,0.22127256,0.04893964,-0.016819572,0.061431434,0.092136286,154.44702,1405.0,77.21774,27.489838,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0,3376.0,2988.0,1010.5,1402.5,1845.0,2106.5,2168.0,2292.5,2332.5,2412.5,0.20923644,0.24899599,-0.123202704,-0.18279758,0.11669659,0.17502393,65.28437,788.0,52.353283,17.20925,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,2609.5,2398.0,978.0,1390.5,2049.5,2259.0,2370.0,2452.0,2426.0,2427.5,0.1273853,0.2713219,0.005804312,-0.036441267,0.08412468,0.12617292,32.77511,1119.0,94.0961,9.830318,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,2434.5,2140.0,1081.0,1432.0,1992.0,2191.5,2287.5,2358.5,2355.0,2359.5,0.14635916,0.24372855,0.047830924,-0.01659881,0.08350587,0.1252444,267.08795,1810.0,61.67728,17.673872,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,3777.5,3375.5,1064.0,1624.5,2459.5,2763.0,2840.5,2914.5,2852.0,2926.0,0.101895116,0.27420977,-0.08406263,-0.13960329,0.07389627,0.11083396,139.47385,1480.0,79.84447,26.096653,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0,3968.0,3703.0,1353.0,1898.0,2877.5,3237.0,3311.5,3440.0,3368.5,3418.0,0.11704968,0.2792177,-0.04730255,-0.08171471,0.07861031,0.11790603,49.241554,980.0,104.4658,2.8389413,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,3211.5,2676.5,1194.0,1630.0,2299.0,2524.0,2707.5,2824.5,2846.0,2854.5,0.1779209,0.27167115,0.03069262,-0.060338423,0.10631681,0.15945973,240.03188,1638.0,52.322674,21.250128,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,2558.5,2345.5,966.5,1338.0,1912.0,2054.5,2138.5,2208.0,2230.5,2214.0,0.123358764,0.25010508,-0.02513112,-0.06849029,0.07688594,0.11531499,323.80557,1329.0,91.432304,20.862663,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,3785.5,3387.0,1275.5,1921.0,2792.0,3016.5,3074.0,3163.0,3186.0,3196.5,0.094960354,0.24769923,-0.030579643,-0.08599297,0.06590833,0.09885423,199.89478,1344.0,74.31846,15.399846,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0,3555.5,3093.5,836.0,1356.0,2207.5,2430.0,2543.0,2673.5,2715.5,2743.0,0.13104266,0.3339064,-0.06507144,-0.13394994,0.10318911,0.15476795,55.288677,1727.0,51.5423,18.836002,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0,3253.0,2866.5,1149.0,1603.0,2131.0,2357.0,2498.5,2644.5,2709.0,2719.0,0.21007487,0.2564935,-0.028248588,-0.09124455,0.11942149,0.17911373,326.8035,1116.0,69.28063,23.985851,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,2446.5,2248.5,800.0,1211.0,1862.5,2032.5,2107.0,2197.5,2202.0,2171.5,0.11503795,0.2903604,-0.010448264,-0.052597612,0.08352811,0.12527676,-0.0,1091.0,55.714676,6.464861,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_0,4375.5,4084.5,1509.0,2204.0,3271.0,3576.0,3612.0,3745.5,3766.0,3762.5,0.102480225,0.26164153,-0.040570665,-0.07486335,0.07034247,0.10550622,299.88245,323.0,54.731804,3.7179754,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,5037.0,4410.5,1465.0,2217.0,3327.0,3606.0,3737.5,3841.0,3909.5,3875.0,0.11301901,0.2762589,-0.060216345,-0.12602694,0.08049472,0.12073373,191.86684,1377.0,43.490547,10.312388,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_0,2456.5,2245.5,993.5,1313.0,1918.0,2115.5,2176.0,2242.0,2236.5,2229.0,0.12650435,0.2601775,-0.002008032,-0.04687833,0.07666386,0.11498195,265.88593,1259.0,88.24168,12.71513,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0,3528.5,3113.0,1155.5,1607.5,2402.0,2694.5,2856.0,2979.5,3025.0,3076.5,0.17755865,0.30599028,-0.014336918,-0.07682917,0.114796385,0.17217872,90.0,1085.0,98.24029,1.0756584,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,2702.5,2478.5,1064.5,1489.0,2067.0,2261.5,2282.0,2364.5,2349.0,2372.0,0.10416282,0.22407503,-0.026825478,-0.06997921,0.063858695,0.0957772,90.0,1231.0,71.01239,4.2870307,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,3574.0,3209.0,1147.0,1732.5,2527.0,2731.5,2850.0,2926.0,2970.0,2968.5,0.11620586,0.2631579,-0.0386794,-0.09229829,0.08058941,0.12087312,158.91708,1857.0,84.02061,2.9794033,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,5488.5,4935.5,1504.0,2257.5,3395.5,3766.0,3863.0,3987.0,4026.5,4004.5,0.120231695,0.2815086,-0.101428255,-0.15365213,0.08501752,0.12751769,180.0,1201.0,72.021095,0.92740995,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,2475.0,2135.0,1191.0,1650.0,2260.5,2426.0,2475.5,2533.5,2528.0,2504.0,0.09340736,0.2101484,0.084280506,0.010593643,0.055863004,0.08378576,6.5931873,2316.0,68.92371,18.051352,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,2477.0,2220.5,724.0,1029.0,1684.0,1867.0,1968.0,2041.0,2089.0,2042.5,0.14968954,0.3399615,-0.030513981,-0.084975906,0.10734164,0.16099112,93.29842,1602.0,65.03764,15.713834,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,4422.5,3965.0,1033.5,1582.5,2565.5,2883.5,2958.5,3068.5,3037.5,3131.5,0.1104843,0.31493506,-0.1324527,-0.18565683,0.084240586,0.1263496,196.17346,1440.0,84.02113,15.092346,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,4474.5,4089.0,1319.5,2011.0,3024.0,3359.5,3444.0,3560.5,3548.5,3588.5,0.11114878,0.27655366,-0.07076923,-0.11541817,0.07980221,0.1196942,70.9831,1175.0,103.50626,5.6741767,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,4810.0,4233.5,1001.5,1526.5,2436.5,2775.5,2952.5,3120.5,3139.0,3271.5,0.17137909,0.34562212,-0.14845711,-0.21021512,0.12599766,0.18897955,26.4258,718.0,64.87771,14.201777,"{""type"":""MultiPoint"",""coordinates"":[]}"
129_0,3258.0,2987.0,1073.0,1561.5,2235.0,2469.0,2526.0,2609.5,2617.0,2687.5,0.11966669,0.2526026,-0.066024266,-0.109106384,0.07873042,0.11808346,187.06088,1714.0,78.55941,24.54719,"{""type"":""MultiPoint"",""coordinates"":[]}"
130_0,1912.5,1644.0,845.5,1186.0,1711.0,1925.5,1992.0,2058.0,2023.0,2051.5,0.13111998,0.2608289,0.10335424,0.028077753,0.08355651,0.12531798,84.79946,1736.0,65.97025,19.655748,"{""type"":""MultiPoint"",""coordinates"":[]}"
131_0,4608.0,4092.0,1238.5,1899.5,2871.5,3161.5,3245.0,3387.5,3408.5,3451.5,0.118284546,0.28428787,-0.09112726,-0.14962889,0.08550955,0.12825412,318.30615,1329.0,71.01239,15.739136,"{""type"":""MultiPoint"",""coordinates"":[]}"
132_0,3982.0,3365.0,1207.0,1693.5,2344.5,2804.5,3052.5,3232.0,3263.5,3389.0,0.27750936,0.31672382,-0.015312665,-0.099165,0.16387303,0.24578765,229.24706,292.0,54.731804,1.4205005,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,3813.0,3452.5,1281.5,1854.0,2696.5,2997.5,3043.5,3093.0,3067.0,3144.0,0.09612641,0.24649462,-0.0591303,-0.10843023,0.064283855,0.09641742,148.09679,1695.0,61.07843,13.922199,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,3635.0,3254.0,1071.5,1578.5,2262.5,2482.0,2581.5,2667.0,2723.5,2758.5,0.13947296,0.26615527,-0.088749476,-0.14335142,0.09245888,0.13867442,177.34384,1033.0,78.41491,22.054323,"{""type"":""MultiPoint"",""coordinates"":[]}"
135_0,4124.5,3757.0,1112.0,1670.0,2658.0,2940.5,3039.0,3137.5,3159.5,3193.5,0.11642754,0.30841702,-0.08638763,-0.13248216,0.086205415,0.129297,26.902845,1301.0,78.41491,16.195244,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,3025.5,2738.0,942.5,1293.0,1893.0,2069.0,2159.5,2262.0,2289.0,2297.0,0.15047307,0.27805695,-0.08931769,-0.13858312,0.09469154,0.14202033,115.27092,1761.0,57.486557,12.817554,"{""type"":""MultiPoint"",""coordinates"":[]}"
137_0,2662.5,2306.0,1115.5,1473.5,2058.0,2215.0,2305.0,2384.5,2429.5,2392.5,0.14483996,0.24493979,0.026079612,-0.045758054,0.08278552,0.12416444,313.5765,1228.0,49.00573,14.483989,"{""type"":""MultiPoint"",""coordinates"":[]}"
