system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NBR,NDMI,NDVI,SAVI,aspect,elevation,precipitation,slope,.geo
122_0,4947.5,4299.0,1236.5,1904.0,2892.0,3167.0,3276.5,3415.5,3471.0,3506.5,0.12532197,0.29153487,-0.10656371,-0.17538755,0.09099481,0.1364815,216.81018,1072.0,41.499397,18.968956,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,4287.0,3432.0,1095.0,1591.0,2182.0,2503.0,2683.0,2863.0,3102.0,3161.0,0.28813028,0.32196888,-0.05050505,-0.16037352,0.17411052,0.26114106,180.0,178.0,45.850933,0.92740995,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,4269.0,3829.0,1025.0,1626.0,2546.0,2884.0,2996.0,3097.0,3118.0,3216.0,0.13355125,0.31450254,-0.10234634,-0.15581428,0.1009887,0.15146968,180.0,806.0,36.447285,9.195146,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,5215.0,4585.0,1279.0,1987.0,3118.0,3520.0,3681.0,3815.0,3851.0,3918.0,0.14131482,0.31928742,-0.08700806,-0.15045224,0.105180085,0.1577588,169.0876,500.0,37.118416,11.190359,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,4192.0,3332.0,2991.0,3512.0,4096.0,4504.0,4688.0,4918.0,4908.0,4920.0,0.2878412,0.16579573,0.19126214,0.07868132,0.09018214,0.1352657,246.68407,150.0,61.615215,2.3420217,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,4238.0,3808.5,1532.5,2026.0,2700.0,2988.0,3120.0,3344.0,3371.5,3456.0,0.20779824,0.24928208,-0.06086351,-0.11387082,0.1105987,0.16588439,180.0,264.0,53.63649,0.92740995,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,4573.0,4310.0,1122.0,1709.0,2755.0,3136.0,3193.0,3382.0,3534.0,3484.0,0.16716738,0.34808317,-0.098929115,-0.12816085,0.12386707,0.18578583,49.226295,80.0,50.93861,1.4199039,"{""type"":""MultiPoint"",""coordinates"":[]}"
129_0,6274.0,5422.0,1954.5,2910.0,4193.5,4584.5,4691.5,4833.5,4896.0,4868.0,0.114047766,0.25441968,-0.050978873,-0.12336616,0.07728698,0.11592409,270.0,1224.0,41.547695,2.1434674,"{""type"":""MultiPoint"",""coordinates"":[]}"
130_0,4801.0,4099.0,1197.0,1843.0,2775.0,3158.0,3303.0,3475.0,3558.0,3657.0,0.1742866,0.3175338,-0.0706543,-0.148702,0.123638086,0.18544249,171.77397,558.0,37.685772,7.45471,"{""type"":""MultiPoint"",""coordinates"":[]}"
131_0,3228.0,2521.0,708.0,1107.0,1508.0,2026.0,2730.0,3005.0,3214.0,3293.0,0.6134043,0.4876186,0.120836966,-0.0021732382,0.3612876,0.541874,90.0,191.0,42.23073,3.218735,"{""type"":""MultiPoint"",""coordinates"":[]}"
132_0,4791.0,3842.0,1515.0,2259.0,2830.0,3195.0,3663.0,3754.0,3872.0,3901.0,0.27448502,0.2630892,0.0038890329,-0.10608334,0.15547597,0.23319657,247.92612,370.0,54.970146,19.014067,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,5583.0,4697.0,1599.5,2454.5,3477.5,3893.0,4185.5,4325.0,4447.0,4513.5,0.18200763,0.28870535,-0.027340332,-0.11326022,0.1223421,0.18350157,283.42047,367.0,43.485207,29.160156,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,3462.0,2994.0,1030.5,1415.5,1972.0,2260.5,2714.5,2939.5,3075.0,3124.0,0.38409305,0.36955795,0.013346515,-0.059201468,0.21854568,0.32778603,90.0,123.0,56.691746,2.1504002,"{""type"":""MultiPoint"",""coordinates"":[]}"
135_0,2514.5,1657.0,381.0,811.5,732.0,1479.0,3104.5,3677.5,3811.5,3968.0,1.439826,0.64892924,0.39398372,0.20502688,0.67778146,1.0165603,90.0,130.0,56.691746,2.1503084,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,4580.5,4304.5,1056.0,1718.0,2826.0,3250.5,3342.5,3449.5,3470.0,3500.0,0.12872791,0.3377024,-0.10733809,-0.13794175,0.102287166,0.15341857,310.87537,278.0,41.03179,1.4169922,"{""type"":""MultiPoint"",""coordinates"":[]}"
137_0,4009.0,3696.5,1195.0,1770.5,2649.5,2938.0,3083.0,3233.0,3324.5,3301.0,0.16447368,0.3050049,-0.052983906,-0.09333879,0.11298962,0.16947025,69.65942,125.0,43.68516,7.9533353,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,4821.0,4506.0,1510.0,2199.0,3302.0,3689.0,3751.0,3902.0,3949.0,3975.0,0.13005547,0.2846454,-0.065878175,-0.099429876,0.08922907,0.13383438,310.78806,219.0,43.67549,2.8372438,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,4850.0,4557.0,1372.0,2072.0,3241.0,3604.0,3690.0,3789.0,3843.0,3836.0,0.11576923,0.2994083,-0.085,-0.11584033,0.084980235,0.12746136,310.82538,277.0,40.903522,1.4184215,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,5642.5,4676.5,1462.5,2291.5,3764.0,4105.5,4265.5,4332.5,4389.5,4275.5,0.09769926,0.31402484,-0.03165674,-0.12490032,0.07671552,0.11506622,270.0,1104.0,39.550858,23.266293,"{""type"":""MultiPoint"",""coordinates"":[]}"
141_0,4031.0,3853.0,922.5,1440.0,2381.5,2769.5,2896.5,3053.5,3034.0,3149.5,0.15677182,0.35628074,-0.1189197,-0.14111818,0.12048749,0.18071455,21.096594,238.0,42.083145,2.979677,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,4165.0,3852.5,1415.5,2106.0,3009.0,3400.0,3440.5,3567.0,3581.0,3566.0,0.12976702,0.25936347,-0.036523845,-0.07539375,0.086798176,0.13018739,214.75183,135.0,41.15495,5.626069,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,5523.0,4909.0,1366.0,2116.0,3337.0,3764.5,3894.0,4016.0,4062.0,4093.5,0.13096099,0.31498867,-0.09441534,-0.15242566,0.097986214,0.1469694,214.75137,463.0,40.137344,5.6260386,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,5013.0,4239.0,1140.0,1699.0,2609.0,2952.0,3128.5,3264.0,3335.0,3415.5,0.17385058,0.32499006,-0.11935569,-0.20100623,0.122139975,0.18319455,30.90162,959.0,40.518234,28.683376,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,4201.0,4013.0,1362.0,2038.0,3080.5,3341.5,3429.5,3517.5,3560.0,3512.5,0.10133993,0.2718828,-0.059817772,-0.08259245,0.07220842,0.10830447,193.02124,191.0,43.485207,4.7489414,"{""type"":""MultiPoint"",""coordinates"":[]}"
146_0,5619.5,4698.0,1527.0,2355.0,3698.5,4114.5,4285.0,4382.5,4452.5,4415.5,0.12407846,0.30811605,-0.026829135,-0.11586577,0.09250399,0.13874747,7.312042,1118.0,39.550858,16.371147,"{""type"":""MultiPoint"",""coordinates"":[]}"
147_0,3956.0,3693.0,932.0,1405.0,2136.0,2386.0,2530.0,2710.0,2829.0,2890.0,0.20015019,0.336325,-0.1324747,-0.1661017,0.13957705,0.20934448,270.0,97.0,39.790302,1.0740497,"{""type"":""MultiPoint"",""coordinates"":[]}"
148_0,3909.5,3789.0,1071.5,1614.0,2527.0,2808.5,2940.5,3058.5,3073.0,3127.5,0.1338268,0.31128654,-0.10434276,-0.1197995,0.0975,0.14623694,270.0,188.0,43.36573,1.0735394,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,4322.0,3731.0,977.0,1560.0,2565.0,2863.0,3068.0,3244.0,3333.0,3325.0,0.16847278,0.3623544,-0.056342017,-0.1291966,0.13021363,0.19530389,180.0,970.0,34.85822,8.2891,"{""type"":""MultiPoint"",""coordinates"":[]}"
